,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,mean_test_score,std_test_score,rank_test_score
260,0.0011501789093017578,0.00047697758752555545,0.0015503883361816407,0.0004975990783732974,brute,20,3,uniform,"{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'}",0.5652173913043478,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.782608695652174,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6086956521739131,0.6934782608695652,0.07074408737075208,161
100,0.0013511538505554198,0.0004769734085152187,0.0018996477127075195,0.0006234499832070108,ball_tree,20,3,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'}",0.5652173913043478,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.782608695652174,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6086956521739131,0.6934782608695652,0.07074408737075208,161
246,0.0011502742767333985,0.0003571958348243776,0.001800382137298584,0.0005100661256384059,brute,10,4,uniform,"{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
244,0.0011002302169799804,0.00030007377046666056,0.001700437068939209,0.0004584092333889443,brute,10,3,uniform,"{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 3, 'weights': 'uniform'}",0.5652173913043478,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.782608695652174,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6086956521739131,0.6934782608695652,0.07074408737075208,161
196,0.0014001846313476563,0.0004901157317570243,0.0013502836227416992,0.00047733010501618974,kd_tree,30,3,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'uniform'}",0.5652173913043478,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.782608695652174,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6086956521739131,0.6934782608695652,0.07074408737075208,161
182,0.0015503525733947753,0.0004976387374598171,0.0013502955436706543,0.00047689654740399137,kd_tree,20,4,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
198,0.0014002799987792968,0.0004901109011835303,0.0014502882957458496,0.0004975813080289538,kd_tree,30,4,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
230,0.0012511849403381349,0.00043182093896017277,0.0015001773834228515,0.000499261499079129,kd_tree,50,4,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
228,0.001450514793395996,0.0004977607996787086,0.001400291919708252,0.0004899308734243272,kd_tree,50,3,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 3, 'weights': 'uniform'}",0.5652173913043478,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.782608695652174,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6086956521739131,0.6934782608695652,0.07074408737075208,161
20,0.001550436019897461,0.0004975945911874136,0.001550304889678955,0.0004973561710921477,auto,20,3,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'}",0.5652173913043478,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.782608695652174,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6086956521739131,0.6934782608695652,0.07074408737075208,161
118,0.0012004733085632323,0.0004003171643029445,0.0014501571655273437,0.0004979397076403775,ball_tree,30,4,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 30, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
22,0.0016001820564270019,0.0005831554262908044,0.0018505811691284179,0.0005725683451810522,auto,20,4,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
116,0.0013396382331848145,0.00046464863604715517,0.001399827003479004,0.0004903869474608891,ball_tree,30,3,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 30, 'n_neighbors': 3, 'weights': 'uniform'}",0.5652173913043478,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.782608695652174,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6086956521739131,0.6934782608695652,0.07074408737075208,161
214,0.0013003110885620116,0.000458505539089564,0.0015002012252807618,0.0005003216927295456,kd_tree,40,4,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 40, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
102,0.001200401782989502,0.0004002038212840615,0.0016501665115356446,0.0004770703645494844,ball_tree,20,4,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
180,0.0014002680778503417,0.0004901210996977163,0.0014004230499267579,0.0004898727348823261,kd_tree,20,3,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 3, 'weights': 'uniform'}",0.5652173913043478,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.8260869565217391,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.6956521739130435,0.6956521739130435,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.782608695652174,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6956521739130435,0.7391304347826086,0.6086956521739131,0.6934782608695652,0.07074408737075208,161
86,0.0010002017021179198,5.292409153085498e-07,0.00200045108795166,4.5549805580479624e-07,ball_tree,10,4,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
166,0.0016001582145690918,0.0004900134089606982,0.00470123291015625,0.014074769903218426,kd_tree,10,4,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 4, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.5652173913043478,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6086956521739131,0.6086956521739131,0.7391304347826086,0.782608695652174,0.6521739130434783,0.782608695652174,0.782608695652174,0.6956521739130435,0.782608695652174,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6934782608695652,0.08072802012011801,161
