,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,mean_test_score,std_test_score,rank_test_score
186,0.0016002058982849121,0.0004899309720441607,0.0014504194259643555,0.0004974387911742319,kd_tree,20,6,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
136,0.001150369644165039,0.00035678877144026526,0.0015002250671386718,0.0004998686021831482,ball_tree,40,5,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 40, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
184,0.0015503168106079102,0.0004976782366228825,0.0013503432273864746,0.0004772363712677044,kd_tree,20,5,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
138,0.0013501882553100587,0.00047680067816903855,0.0013005733489990234,0.0004583861668301405,ball_tree,40,6,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 40, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
170,0.0016000509262084962,0.000489950301293314,0.001400625705718994,0.0004900962797100446,kd_tree,10,6,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
168,0.0015505313873291015,0.0004974651239315172,0.0014501571655273437,0.0004974364308765975,kd_tree,10,5,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
154,0.0011499166488647462,0.0003571564579425392,0.0015013456344604493,0.0005006178460901156,ball_tree,50,6,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 50, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
88,0.0022504329681396484,0.001757492918328224,0.002650630474090576,0.0012760179358981187,ball_tree,10,5,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
264,0.0010501742362976074,0.00021792651331337958,0.0017505526542663575,0.0004330709013203166,brute,20,5,uniform,"{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
152,0.0012998580932617188,0.0004587032936545026,0.0015002846717834472,0.0005915151891411438,ball_tree,50,5,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 50, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
266,0.001150226593017578,0.00035721597316637125,0.0018004417419433595,0.00040013823869749273,brute,20,6,uniform,"{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
58,0.0015004992485046387,0.0005001906356068233,0.0016001462936401367,0.0004900767836851509,auto,40,6,uniform,"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
314,0.0011501789093017578,0.00035716913206684407,0.0018505215644836425,0.00035715416112217413,brute,50,6,uniform,"{'algorithm': 'brute', 'leaf_size': 50, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
312,0.001050102710723877,0.00021799788764727574,0.0018004894256591797,0.0004001022406337178,brute,50,5,uniform,"{'algorithm': 'brute', 'leaf_size': 50, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
298,0.0010501503944396972,0.00021798681582963818,0.001700437068939209,0.0004583571560134503,brute,40,6,uniform,"{'algorithm': 'brute', 'leaf_size': 40, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
296,0.0010502934455871582,0.000384074799700241,0.0018003463745117187,0.00039991158399612807,brute,40,5,uniform,"{'algorithm': 'brute', 'leaf_size': 40, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
74,0.0010502338409423828,0.00021780408253030628,0.0019003868103027344,0.0002999152549568146,auto,50,6,uniform,"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
282,0.001250314712524414,0.0004330778468722661,0.0019503951072692872,0.00021805259962121557,brute,30,6,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
280,0.0011502861976623534,0.0003570907395696418,0.0016003847122192383,0.0004899549977095858,brute,30,5,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
8,0.001550447940826416,0.000497701273557866,0.001600337028503418,0.0004899651352254365,auto,10,5,uniform,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
72,0.0013503074645996095,0.00047683801889341883,0.0016503572463989259,0.00047688541704590787,auto,50,5,uniform,"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 5, 'weights': 'uniform'}",0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6956521739130435,0.6086956521739131,0.782608695652174,0.6956521739130435,0.8260869565217391,0.7391304347826086,0.782608695652174,0.6956521739130435,0.782608695652174,0.8695652173913043,0.7391304347826086,0.782608695652174,0.7391304347826086,0.6086956521739131,0.7217391304347827,0.08180385966185555,61
10,0.0016002416610717773,0.0004898870263851225,0.0016004562377929688,0.000489891834219125,auto,10,6,uniform,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 6, 'weights': 'uniform'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6521739130434783,0.8695652173913043,0.6086956521739131,0.7391304347826086,0.6521739130434783,0.7391304347826086,0.782608695652174,0.8695652173913043,0.6521739130434783,0.6956521739130435,0.6956521739130435,0.782608695652174,0.8260869565217391,0.6521739130434783,0.782608695652174,0.782608695652174,0.6521739130434783,0.7217391304347827,0.0794594212282481,61
12,0.0015001177787780761,0.0005002383976931921,0.0015506148338317871,0.0004978043071728598,auto,10,7,uniform,"{'algorithm': 'auto', 'leaf_size': 10, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
156,0.0012504696846008302,0.00043487062103152527,0.0014499068260192872,0.0004982910787803937,ball_tree,50,7,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 50, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
60,0.0013502836227416992,0.0004771801460053984,0.001350259780883789,0.00047739776439309603,auto,40,7,uniform,"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
172,0.001600193977355957,0.0004901157810483451,0.001450347900390625,0.0004977191995099695,kd_tree,10,7,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
316,0.0011001944541931153,0.00030012543700708687,0.0016504764556884766,0.0004770726123281147,brute,50,7,uniform,"{'algorithm': 'brute', 'leaf_size': 50, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
28,0.0016502737998962402,0.0004771241509034001,0.0015504121780395507,0.0004975011250324916,auto,20,7,uniform,"{'algorithm': 'auto', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
140,0.0011005282402038574,0.0002998554221536465,0.0015501856803894043,0.0004975118341645614,ball_tree,40,7,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 40, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
300,0.0011501789093017578,0.0003572359767122674,0.0017004609107971191,0.00045834678571510473,brute,40,7,uniform,"{'algorithm': 'brute', 'leaf_size': 40, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
92,0.0016076445579528808,0.0004968107259760774,0.0014001727104187012,0.0004905375087920557,ball_tree,10,7,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
124,0.001200246810913086,0.0003999831734891514,0.0016504883766174316,0.0005724193263199648,ball_tree,30,7,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
284,0.0011003255844116212,0.00030020090699292063,0.0018459200859069825,0.0003559159014833326,brute,30,7,uniform,"{'algorithm': 'brute', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
204,0.0015002965927124023,0.0005000592102208219,0.001650381088256836,0.00047710253126072587,kd_tree,30,7,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
268,0.001050245761871338,0.00021791013992497642,0.0017003059387207032,0.0004583493003355754,brute,20,7,uniform,"{'algorithm': 'brute', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
188,0.0016004085540771485,0.0005832290358193769,0.0016002893447875977,0.0004901693131358319,kd_tree,20,7,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
44,0.0016503334045410156,0.0004772176893104574,0.001450347900390625,0.0004976950725257144,auto,30,7,uniform,"{'algorithm': 'auto', 'leaf_size': 30, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
252,0.0011002540588378907,0.00030006586633400033,0.001700425148010254,0.0004582973122743679,brute,10,7,uniform,"{'algorithm': 'brute', 'leaf_size': 10, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
108,0.0016003012657165526,0.0004901061730613928,0.0011502861976623534,0.0003571580843092225,ball_tree,20,7,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
236,0.0014502644538879395,0.0004974592384763946,0.0014502882957458496,0.0004978207819856433,kd_tree,50,7,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 50, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
220,0.0014004468917846679,0.0004899259541548226,0.0015002846717834472,0.0005001188748113313,kd_tree,40,7,uniform,"{'algorithm': 'kd_tree', 'leaf_size': 40, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
76,0.001500391960144043,0.0005001309886697934,0.001750349998474121,0.00043298153407535456,auto,50,7,uniform,"{'algorithm': 'auto', 'leaf_size': 50, 'n_neighbors': 7, 'weights': 'uniform'}",0.6956521739130435,0.7391304347826086,0.5652173913043478,0.6521739130434783,0.9130434782608695,0.5652173913043478,0.6521739130434783,0.5652173913043478,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.8260869565217391,0.6956521739130435,0.8260869565217391,0.8260869565217391,0.6956521739130435,0.782608695652174,0.782608695652174,0.6956521739130435,0.7217391304347825,0.09057681154782461,101
59,0.0014002799987792968,0.0004899892222959218,0.0012002706527709961,0.00040000099780634777,auto,40,6,distance,"{'algorithm': 'auto', 'leaf_size': 40, 'n_neighbors': 6, 'weights': 'distance'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.782608695652174,0.782608695652174,0.782608695652174,0.6956521739130435,0.8260869565217391,0.6956521739130435,0.7391304347826086,0.8260869565217391,0.6521739130434783,0.7391304347826086,0.7391304347826086,0.5652173913043478,0.7086956521739132,0.08486617954757884,121
171,0.0014504075050354003,0.0004975932573327639,0.0011001825332641602,0.00029993106052832023,kd_tree,10,6,distance,"{'algorithm': 'kd_tree', 'leaf_size': 10, 'n_neighbors': 6, 'weights': 'distance'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.782608695652174,0.782608695652174,0.782608695652174,0.6956521739130435,0.8260869565217391,0.6956521739130435,0.7391304347826086,0.8260869565217391,0.6521739130434783,0.7391304347826086,0.7391304347826086,0.5652173913043478,0.7086956521739132,0.08486617954757884,121
91,0.001299595832824707,0.00045858752290695704,0.0011008977890014648,0.0002998568725931735,ball_tree,10,6,distance,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'n_neighbors': 6, 'weights': 'distance'}",0.6521739130434783,0.7391304347826086,0.6086956521739131,0.6086956521739131,0.8695652173913043,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.782608695652174,0.782608695652174,0.782608695652174,0.6956521739130435,0.8260869565217391,0.6956521739130435,0.7391304347826086,0.8260869565217391,0.6521739130434783,0.7391304347826086,0.7391304347826086,0.5652173913043478,0.7086956521739132,0.08486617954757884,121
